Number;Reference;Name;Text Content;Document;Codes;Number of Codes;Comment;Initial Position;Final Position;Extensão;Creation Date ;Modification Date
1:207;¶ 414;;"""One of the interesting aspects of JAMScript is the auto discovery of JAMScript program components. A JAMScript executable can be run in different ways: (a) only in a single device, (b) in a single fog and many devices, and (c) cloud, fog, and devices. There is no special configuration file to indicate which configuration is used at any invocation.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Auto Discovery, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Management, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration, T15. DevOps, CI/CD & Build Environments for Edge: Deployment Environment;5;;414;414;1;4/5/25;9/14/25
1:208;¶ 416;;"""Suppose we start a JAMScript program in a device and then in another device. The JAMScript programs in the two devices would run independent of each other – that is, without connecting with one another. Now, if we start a fog instance, all three instances would get connected – automatically!""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Device Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Fog Instance Connection, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;4;;416;416;1;4/5/25;9/14/25
1:209;¶ 418;;"""Using a simple example scenario we illustrate some ways JAMScript can help the use of fog computing in mobile IoT. Let us consider a scenario where two fogs are located in a straight line (e.g., road segment). A vehicle is going back and forth on the road segment and we want it to be associated with the closest fog at any given time.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Device Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Fog Computing, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration, T13. Sensor Abstraction & Hardware Interface Integration: Mobile IoT;5;;418;418;1;4/5/25;9/14/25
1:210;¶ 420;;"""The tasks launched by the vehicle must get executed at the closest fog. Also, when the fogs execute remote tasks, the vehicles in their zones would execute those calls and not the vehicles in other fog zones.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Remote Control, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Fog Computing, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Fog Instance Connection, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T13. Sensor Abstraction & Hardware Interface Integration: Vehicle Data Management;5;;420;420;1;4/5/25;9/14/25
1:211;¶ 422;;"""The central component of the C runtime is the cnode. There are four major components inside the cnode: mqtt, data, tboard, and core.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Component Management, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T9. Optimised AI/ML Execution at the Edge: Edge Runtime, T9. Optimised AI/ML Execution at the Edge: Runtime Optimization;4;;422;422;1;4/5/25;9/14/25
1:212;¶ 424;;"""The mqtt is responsible for interfacing with the MQTT brokers and all the remote calls go through this component.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T1. Edge Connectivity & Communication Protocols: Remote Control, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Broker Configuration;4;;424;424;1;4/5/25;9/14/25
1:213;¶ 426;;"""The core is responsible for maintaining some foundational parameters of cnode. For example, each worker needs to have a unique ID, which is created the first time the node is executed.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: Unique ID Requirement, T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Node Execution;4;;426;426;1;4/5/25;9/14/25
1:214;¶ 428;;"""Workers expect at least one device-level controller to be in the local network. If there are multiple controllers in the local network, the workers need to have a way of selecting the controller to join.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Device Communication, T1. Edge Connectivity & Communication Protocols: Dynamic Network Management, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Controller Selection, T4. Modular Edge Architecture & Service Orchestration: Controller-Worker Model, T9. Optimised AI/ML Execution at the Edge: Local Processing;5;;428;428;1;4/5/25;9/14/25
1:215;¶ 430;;"""Sparkplug is an open software specification that provides MQTT clients the framework to seamlessly integrate data from their applications, sensors, devices, and gateways within the MQTT Infrastructure.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration;4;;430;430;1;4/5/25;9/14/25
1:216;¶ 432;;"""This Cloud Connection assumes the role of Edge Node. The Edge Node is responsible for the interaction with the MQTT broker and that establishes sessions with the data-consuming Host Applications.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;3;;432;432;1;4/5/25;9/14/25
1:217;¶ 434;;"""Report by Exception (RBE): messages need to be sent by the Edge Node only when values at the edge change, and the message should contain only the value/metrics that changed.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Message Transmission, T8. Observability, Monitoring & Diagnostics: Reporting by Exception, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T11 – Stream Processing & Event‑Driven Architectures (Edge): Event Detection and Notification;5;;434;434;1;4/5/25;9/14/25
1:218;¶ 436;;"""Birth and Death certificates: these messages represent the state of Edge Nodes and Devices (online/offline + data that will be reported).""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T6. Digital Twins & Device State Management: Object State Reporting, T8. Observability, Monitoring & Diagnostics: Monitoring, T8. Observability, Monitoring & Diagnostics: Status Notification;4;;436;436;1;4/5/25;9/14/25
1:219;¶ 438;;"""The Edge Node sets an MQTT Will message containing a NDEATH certificate. Doing so, if the MQTT broker does not receive any communication within the Keep Alive period (client lost connection), it will send the Edge Node NDEATH certificate on all subscribers.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T2. Security, Privacy & Trust Management: Certificate Configuration, T2. Security, Privacy & Trust Management: NDEATH Certificate;4;;438;438;1;4/5/25;9/14/25
1:220;¶ 440;;"""This Cloud Connection maintains a persistent connection to the MQTT server.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Client Connection Issues, T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Connection Quality, T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Connection;6;;440;440;1;4/5/25;9/14/25
1:221;¶ 442;;"""The Edge Node follows the required specification statements. In particular, multiple space-separated Server URIs can be specified in the component's configuration.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Multiple URI Support, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Component Configuration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Server URI Specification, T7. Infrastructure Automation & Configuration Management: Configuration Management;4;;442;442;1;4/5/25;9/14/25
1:222;¶ 444;;"""The Sparkplug Data Transport layer bridges the incoming requests to the underlying Eclipse Paho MQTT v3.1.1 client following the Sparkplug specification.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Sparkplug Specification;4;;444;444;1;4/5/25;9/14/25
1:223;¶ 446;;"""Edgehog exposes two ways to interact with it: a frontend that can be used by users and a GraphQL API which can be used by third party applications to programmatically perform all actions that can be performed in the frontend.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Unified APIs, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: GraphQL API, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Third Party Application Integration, T14. Edge Development Frameworks & Programmability: Frontend Interaction, T14. Edge Development Frameworks & Programmability: User Interaction;5;;446;446;1;4/5/25;9/14/25
1:224;¶ 448;;"""Edgehog uses PostgreSQL to store its data. The database schema supports multiple tenants which are isolated at the database level. This makes it possible to use a single Edgehog instance with multiple tenants (e.g. in a SaaS scenario).""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Multi-Tenant Architecture, T10. Resource Efficiency & Performance Optimisation: Scalability, T12. Data Storage, Persistence & Caching: Data Storage Management, T12. Data Storage, Persistence & Caching: Database Configuration;4;;448;448;1;4/5/25;9/14/25
1:225;¶ 450;;"""To interact with the other side of the domain (i.e. devices), Edgehog is built upon Astarte and it exchanges data with it using two of its mechanisms: its REST API and Astarte Triggers.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication, T13. Sensor Abstraction & Hardware Interface Integration: Astarte Integration;4;;450;450;1;4/5/25;9/14/25
1:226;¶ 452;;"""The interaction between Edgehog and Astarte is defined by a set of interfaces that define which data is sent both from Edgehog to the Devices and from the Devices towards Edgehog.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Bi-Directional Communication, T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Device Communication, T4. Modular Edge Architecture & Service Orchestration: Interface Definition, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;5;;452;452;1;4/5/25;9/14/25
1:227;¶ 454;;"""The REST API is called every time Edgehog needs to retrieve data contained in an Astarte interface or when it needs to send data to the Devices.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Device Communication, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T13. Sensor Abstraction & Hardware Interface Integration: Astarte Integration;5;;454;454;1;4/5/25;9/14/25
1:228;¶ 456;;"""Astarte Triggers are used to update the online state of the device. Each time a Device connects or disconnects from Astarte, Astarte Trigger Engine sends an HTTP POST request to the Edgehog backend, which in turn updates the Device online status in its own database.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: HTTP POST Request, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Online Status, T11 – Stream Processing & Event‑Driven Architectures (Edge): Astarte Triggers;4;;456;456;1;4/5/25;9/14/25
1:229;¶ 458;;"""Shifu's foremost job is to make developers and operators happy.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: User Satisfaction, T14. Edge Development Frameworks & Programmability: User Interaction;2;;458;458;1;4/5/25;9/14/25
1:230;¶ 460;;"""deviceShifu takes the form of a Kubernetes Pod, a digital representation or digital twin of a physical device.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Binding, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Creation, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Device Management, T6. Digital Twins & Device State Management: Digital Twin, T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Cluster Management;5;;460;460;1;4/5/25;9/14/25
1:231;¶ 462;;"""Shifu has been continuously adding new tools and services to ensure compatibility with different protocols and drivers.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Interoperability of Different Services;3;;462;462;1;4/5/25;9/14/25
1:232;¶ 464;;"""It unifies different forms of requests from different devices, making it simpler for users to use the devices.""";[ATLAS] - Codifying Fragments;T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Interoperability of Different Services, T14. Edge Development Frameworks & Programmability: Easy Development Features, T14. Edge Development Frameworks & Programmability: User-Friendly APIs;3;;464;464;1;4/5/25;9/14/25
1:233;¶ 466;;"""Shifu can be compatible with different communication protocols and drivers at the same time.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Device Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Interoperability of Different Services, T10. Resource Efficiency & Performance Optimisation: compatibility issues;4;;466;466;1;4/5/25;9/14/25
1:234;¶ 468;;"""Shifu is a Kubernetes native platform with all its components running as Pods.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Module Management, T15. DevOps, CI/CD & Build Environments for Edge: Container Engines, T15. DevOps, CI/CD & Build Environments for Edge: Docker Container Mode, T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Native Platform;4;;468;468;1;4/5/25;9/14/25
1:235;¶ 470;;"""EdgeVPN.io integrates several technologies and standards to deliver a flexible virtual network. These include NAT traversal, signaling, tunneling, network virtualization, overlay networking, and software-defined networking.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: NAT Traversal, T17. Network Virtualisation, VPNs & SDN at the Edge: Network Virtualization, T17. Network Virtualisation, VPNs & SDN at the Edge: Overlay Networking, T17. Network Virtualisation, VPNs & SDN at the Edge: Software-Defined Networking;4;;470;470;1;4/5/25;9/14/25
1:236;¶ 472;;"""The overlay topology builds on a foundation established by the peer-to-peer research community. The key idea is to assign every vertex a unique identifier, and organize nodes in a ring structure ordered by these identifiers.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Unique ID Requirement, T4. Modular Edge Architecture & Service Orchestration: Core Services, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration, T17. Network Virtualisation, VPNs & SDN at the Edge: Overlay Networking;4;;472;472;1;4/5/25;9/14/25
1:237;¶ 474;;"""we can build the basic primitive upon which the whole systems is built - a peer-to-peer tunnel. This tunnel is private - data is encrypted before being sent over the tunnel, and decrypted on the other side.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Peer-to-Peer Communication, T2. Security, Privacy & Trust Management: Encryption Techniques, T2. Security, Privacy & Trust Management: Privacy Measures, T2. Security, Privacy & Trust Management: Secure Communication, T12. Data Storage, Persistence & Caching: Data Integrity;6;;474;474;1;4/5/25;9/14/25
1:238;¶ 476;;"""EdgeVPN.io builds on these standards, and leverages an open-source project (WebRTC) which implements this functionality.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: WebRTC Functionality;3;;476;476;1;4/5/25;9/14/25
1:239;¶ 478;;"""EdgeVPN.io integrates SDN technology as follows: 1) each TinCan link’s tap device is bound to a port of the OVS switch, and 2) a Ryu-based SDN controller is responsible for programming the OVS to handle frames that are either originating from the local computer or being received in one of its ports.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Controller Selection, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration, T17. Network Virtualisation, VPNs & SDN at the Edge: Software-Defined Networking;5;;478;478;1;4/5/25;9/14/25
1:240;¶ 480;;"""The node periodically queries STUN (and TURN, if configured) servers on the Internet to discover what public IP:port endpoint it might be reachable by other peers.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Connection Quality, T1. Edge Connectivity & Communication Protocols: Network Configuration, T1. Edge Connectivity & Communication Protocols: Peer-to-Peer Communication, T8. Observability, Monitoring & Diagnostics: Endpoint Health Management;4;;480;480;1;4/5/25;9/14/25
1:241;¶ 482;;"""FabEdge builds a layer-3 data plane with tunnels in addition to the control plan managed by KubeEdge, SuperEdge, OpenYurt, etc.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Data Plane, T9. Optimised AI/ML Execution at the Edge: Edge Runtime, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;4;;482;482;1;4/5/25;9/14/25
1:242;¶ 484;;"""Operator monitors k8s resources such as nodes, services, and endpoints in the cloud, and creates a configmap for each edge node, which contains the configuration information such as the subnet, tunnel, and load balancing rules.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T7. Infrastructure Automation & Configuration Management: Configuration Management, T8. Observability, Monitoring & Diagnostics: Monitoring, T10. Resource Efficiency & Performance Optimisation: Load Balancing, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;6;;484;484;1;4/5/25;9/14/25
1:243;¶ 486;;"""Connector is responsible to terminate the tunnels from edge nodes, and forward traffic between the cloud and the edge.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Traffic Management, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;4;;486;486;1;4/5/25;9/14/25
1:244;¶ 488;;"""Cloud-Agent runs on the non-connector nodes in the cluster and manages the routes to remote peers.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Peer-to-Peer Communication, T4. Modular Edge Architecture & Service Orchestration: Core Services, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Route Configuration;5;;488;488;1;4/5/25;9/14/25
1:245;¶ 490;;"""Each edge node runs an agent and consumes its own configmap including the following functions: Manage the configuration file of the CNI plug-in of this node Manage the tunnels of this node Manage the load balancing rules of this node""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T7. Infrastructure Automation & Configuration Management: Configuration Management, T10. Resource Efficiency & Performance Optimisation: Load Balancing, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration;4;;490;490;1;4/5/25;9/14/25
1:246;¶ 492;;"""Fab-DNS runs in all the clusters, to provide the topology-aware service discovery capability by intercepting the DNS queries.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: DNS Interception, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Discovery, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Discovery, T4. Modular Edge Architecture & Service Orchestration: Core Services;4;;492;492;1;4/5/25;9/14/25
1:247;¶ 494;;"""The isolation between Apps is based on the isolation between containers. The Core Container is a privileged container running the Core Container Stack, which takes care of all management and routing tasks.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T4. Modular Edge Architecture & Service Orchestration: Core Container, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Management and Routing Tasks, T15. DevOps, CI/CD & Build Environments for Edge: Container Isolation, T15. DevOps, CI/CD & Build Environments for Edge: Docker Container Mode;5;;494;494;1;4/5/25;9/14/25
1:248;¶ 496;;"""Support for x86 and Raspberry Pi (ARM) platforms.""";[ATLAS] - Codifying Fragments;T13. Sensor Abstraction & Hardware Interface Integration: Hardware Compatibility, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;2;;496;496;1;4/5/25;9/14/25
1:249;¶ 498;;"""The Trusted Connector features the secure container management layer trust|me as an alternative to Docker. [...] For mandatory access control, trust|me adds a custom Linux Security Module (LSM) to the Linux kernel.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Access Control, T2. Security, Privacy & Trust Management: Custom Linux Security Module, T2. Security, Privacy & Trust Management: Security Settings, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Container Management;4;;498;498;1;4/5/25;9/14/25
1:250;¶ 500;;"""Every connector needs a certificate issued by the Device-CA. This certificate serves as the root of identity. The contents of this certificate are kept at minimum to avoid the need for later revocation in case of changing attributes.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: Certificate Configuration, T2. Security, Privacy & Trust Management: Certificate Storage, T2. Security, Privacy & Trust Management: Device Access Control, T2. Security, Privacy & Trust Management: Security Settings;5;;500;500;1;4/5/25;9/14/25
1:251;¶ 502;;"""Data is labeled by LUCON as soon as it is processed by the Connector. While the data is processed by a data route, these labels are transported along with the data and, depending on the defined policies, are removed, transformed or extended.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T10. Resource Efficiency & Performance Optimisation: Labeling Issues, T11 – Stream Processing & Event‑Driven Architectures (Edge): Data Transformation and Alerting Services, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration;4;;502;502;1;4/5/25;9/14/25
1:252;¶ 504;;"""The IDSC protocol establishes trust and sets up a secure messaging channel between Trusted Connectors.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Message Transmission, T2. Security, Privacy & Trust Management: Secure Communication, T2. Security, Privacy & Trust Management: Security Settings, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Trust Establishment, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Trusted Connectors;6;;504;504;1;4/5/25;9/14/25
1:253;¶ 506;;"""Usage Control influences how data may be processed throughout its lifetime. [...] Data usage can be limited or invalid data flows can be suppressed.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T12. Data Storage, Persistence & Caching: Data Integrity, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Data Usage Control;3;;506;506;1;4/5/25;9/14/25
1:254;¶ 508;;"""The system is composed of the following services: Event API, Event stream, Runner, Queue, Executor, State store, Database, API, Dashboard UI.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T11 – Stream Processing & Event‑Driven Architectures (Edge): Event API, T11 – Stream Processing & Event‑Driven Architectures (Edge): Event Stream, T12. Data Storage, Persistence & Caching: Database Configuration, T14. Edge Development Frameworks & Programmability: Dashboard Functionality;5;;508;508;1;4/5/25;9/14/25
1:255;¶ 510;;"""By default, the signing key adds the following: Authentication: requests to your endpoint are authenticated, ensuring that they originate from Inngest. Replay attack prevention: requests are signed with a timestamp embedded.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: Replay Attack Prevention, T2. Security, Privacy & Trust Management: Security Settings;3;;510;510;1;4/5/25;9/14/25
1:256;¶ 512;;"""End-to-end encryption is a middleware which intercepts requests, responses, and SDK logic on your own servers.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Encryption Techniques, T2. Security, Privacy & Trust Management: Secure Communication, T2. Security, Privacy & Trust Management: Security Settings, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Middleware Integration, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Data Usage Control;5;;512;512;1;4/5/25;9/14/25
1:257;¶ 514;;"""The Functions list page provides the first round of essential information in one place with: Triggers, Failure rate, Volume.""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: Essential Information, T10. Resource Efficiency & Performance Optimisation: Failure Rate, T12. Data Storage, Persistence & Caching: Storage Volume Path, T14. Edge Development Frameworks & Programmability: Functions List;4;;514;514;1;4/5/25;9/14/25
1:258;¶ 516;;"""Branch Environments are sandbox environments that enable developers on your team to test your changes specific to current Git feature branch.""";[ATLAS] - Codifying Fragments;T14. Edge Development Frameworks & Programmability: Easy Development Features, T15. DevOps, CI/CD & Build Environments for Edge: Branch Environments, T15. DevOps, CI/CD & Build Environments for Edge: Deployment Environment;3;;516;516;1;4/5/25;9/14/25
1:259;¶ 518;;"""In order to run your functions, they must be synced, or registered, with your Inngest account. This is required for Inngest to know which functions your application is serving and the configuration of each function.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Application Registration, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Module Registration, T7. Infrastructure Automation & Configuration Management: Configuration Management, T9. Optimised AI/ML Execution at the Edge: Function Synchronization;4;;518;518;1;4/5/25;9/14/25
1:260;¶ 520;;"""The reference implementation offers an architecture of microservices connected by a secure Redis Message Broker and various communication APIs.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Message Transmission, T4. Modular Edge Architecture & Service Orchestration: Microservices Architecture, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Redis Message Broker, T13. Sensor Abstraction & Hardware Interface Integration: API Integration;5;;520;520;1;4/5/25;9/14/25
1:261;¶ 522;;"""The reference implementation uses the APIs from the EdgeX Applications Services to communicate and transfer information.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Information Transfer, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T14. Edge Development Frameworks & Programmability: Application Services;4;;522;522;1;4/5/25;9/14/25
1:262;¶ 524;;"""The reference implementation furnishes an example pipeline for pipeline management.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Pipeline Management, T4. Modular Edge Architecture & Service Orchestration: Workflow Configuration, T11 – Stream Processing & Event‑Driven Architectures (Edge): Processing Pipeline, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration;4;;524;524;1;4/5/25;9/14/25
1:263;¶ 526;;"""AiCSD uses the TIG stack in the implementation of the health monitoring feature.""";[ATLAS] - Codifying Fragments;T8. Observability, Monitoring & Diagnostics: Health Monitoring Feature, T8. Observability, Monitoring & Diagnostics: Monitoring, T8. Observability, Monitoring & Diagnostics: TIG Stack;3;;526;526;1;4/5/25;9/14/25
1:264;¶ 528;;"""The custom pipeline sends information to the reference implementation Task Manager via REST.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T4. Modular Edge Architecture & Service Orchestration: Pipeline Management, T13. Sensor Abstraction & Hardware Interface Integration: REST API Integration;4;;528;528;1;4/5/25;9/14/25
1:265;¶ 530;;"""Communication between the pipeline and the reference implementation occurs through both the EdgeX Message Bus using Redis Pub/Sub and REST calls.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Asynchronous Communication, T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Message Transmission, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Redis Message Broker, T13. Sensor Abstraction & Hardware Interface Integration: REST API Integration;5;;530;530;1;4/5/25;9/14/25
