frag_ID,repo_ID,repo_name,fragments,quality_requirements (ISO 25010),fragments_source
F258,31,Azure/iotedge,"""Edge Agent - The edge agent is designed to communicate with IoT Hub in order to manage the state of the Edge device (install, launch and monitor modules).""",Compatibility,https://github.com/Azure/iotedge/blob/main/doc/EdgeDesign.md#edge-agent
F259,31,Azure/iotedge,"""User-defined modules allow companies or individuals to create custom or tailored solutions specific to their needs which can be managed by the Edge Runtime.""",Maintainability,https://github.com/Azure/iotedge/blob/main/doc/EdgeDesign.md#user-defined-modules
F260,31,Azure/iotedge,"""In environments where the upstream connection has limited throughput (e.g. cellular or satellite), often times certain critical data needs to take precedence over the mass of normal telemetry messages to ensure speedy delivery.""",Performance Efficiency,https://github.com/Azure/iotedge/blob/main/doc/Route_priority_and_TTL.md#context
F261,31,Azure/iotedge,"""IoT Edge uses the networking capabilities of the Moby runtime to connect to IoT Hub and provide connectivity between modules.""",Reliability,https://github.com/Azure/iotedge/blob/main/doc/networking.md#networking-on-iot-edge
F262,31,Azure/iotedge,"""Edge Agent and Edge Hub require outbound internet connectivity to IoT Hub to function properly. This means that a route from the azure-iot-edge subnet to the internet must exist and no firewall rules are set up to block traffic.""",Security,https://github.com/Azure/iotedge/blob/main/doc/networking.md#user-defined-network-linux-only
F263,32,Azure/iotedge-eflow,"""O Azure IoT Edge para Linux no Windows usa os seguintes componentes para permitir que as cargas de trabalho do Linux e do Windows sejam executadas lado a lado e comuniquem-se perfeitamente.""",Compatibility,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows#components
F264,32,Azure/iotedge-eflow,"""A comunicação bidirecional entre o processo do Windows e a máquina virtual Linux significa que os processos do Windows podem fornecer interfaces do usuário ou proxies de hardware para cargas de trabalho executadas nos contêineres do Linux.""",Interaction Capability,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows#components
F265,32,Azure/iotedge-eflow,"""Todas as comunicações entre o sistema operacional Windows do host e a máquina virtual EFLOW exigida pelos cmdlets do PowerShell são feitas usando um canal SSH. [...] O serviço SSH da máquina virtual não permitirá a autenticação por meio de nome de usuário e senha e está limitado à autenticação de certificado.""",Security,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-security#secure-host--virtual-machine-communication
F266,32,Azure/iotedge-eflow,"""A máquina virtual EFLOW é criada em uma plataforma de segurança abrangente de quatro pontos: 1. Atualizações de manutenção 2. Sistema de arquivos raiz somente leitura 3. Bloqueio de firewall 4. DM-Verity.""",Reliability,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-security#virtual-machine-security
F267,32,Azure/iotedge-eflow,"""Para criar um canal de comunicação entre o sistema operacional host Windows e a máquina virtual EFLOW, usamos a pilha de rede do Hyper-V.""",Performance Efficiency,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-networking#networking
F268,32,Azure/iotedge-eflow,"""Diversos dispositivos virtuais de rede e cenários exigem várias NICs. A máquina virtual EFLOW dá suporte à anexação de várias NICs. Com várias NICs, você gerencia melhor o tráfego de rede.""",Flexibility,https://learn.microsoft.com/pt-br/azure/iot-edge/iot-edge-for-linux-on-windows-networking#multiple-network-interface-cards-nics
F269,33,Azure/iotedge-lorawan-starterkit,"""LoRaWAN is a type of wireless wide-area networking that is designed to allow long-range communication at a low bit rate among low-power connected objects, such as sensors operated on a battery.""",Performance Efficiency,https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F270,33,Azure/iotedge-lorawan-starterkit,"""Network topology is of star-of-stars type, with the leaf sensors sending data to gateways for forwarding telemetry to and receiving commands from backing Internet services.""",Reliability,https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F271,33,Azure/iotedge-lorawan-starterkit,"""Nowadays, even for simple scenarios like having 10 devices connected to a single LoRaWan gateway (hardware with antenna), you need to connect your gateway to a Network Server and then work through connectors provided by the server vendor to integrate your LoRa gateways and devices with the back end.""",Compatibility,https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F272,33,Azure/iotedge-lorawan-starterkit,"""Customers looking for an operated network with national or international reach (e.g. fleet operators, logistics) will tend to choose this setup accepting the potentially higher complexity and dependency on the network operator.""",Flexibility,https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F273,33,Azure/iotedge-lorawan-starterkit,"""However, customers looking for any of the following are expected to prefer a setup where the LoRaWAN network servers runs directly on the gateway/Azure IoT Edge: ● Primarily  coverage on their own ground (e.g. manufacturing plants, smart buildings, facilities, ports). ● Capabilities that Azure IoT Edge brings to the table: ○ Local processing on the gateway.○ Offline capabilities of the gateway. ○ Gateway management.● Homogenous management of devices and gateways independent of connectivity technology.""",Flexibility,https://azure.github.io/iotedge-lorawan-starterkit/2.2.1/user-guide/architecture/?h=archi#background
F274,35,Azure/KAN,"""KAN has three high-level components: portal, controller-API and agent. You can interact with KAN through its portal, Kubernetes tools like kubectl, and Azure Arc through GitOps.""",Compatibility,https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F275,35,Azure/KAN,"""Portal provides an intuitive graphic interface for users to create, edit and manage their intelligent edge payloads. It offers an AI model zoo, a drag-n-drop AI skill editor, live camera previews and many other features.""",Interaction Capability,https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F276,35,Azure/KAN,"""Controller-API is a Kubernetes operator that manages states of objects of a KAN API object model.""",Maintainability,https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F277,35,Azure/KAN,"""Agent offers a number of services to edge payloads, such as retrieving new AI skill definitions and reporting object states.""",Reliability,https://github.com/Azure/KAN?tab=readme-ov-file#how-it-works
F278,35,Azure/KAN,"""A solution is the combination of an AI skill and custom containers (business logic), expressing the functional solution to your use case. Because your inputs to the portal ultimately run on a Kubernetes cluster (K8s), a solution is deployed from the K8s control plane to K8s nodes or a target.""",Flexibility,https://github.com/Azure/KAN/blob/main/docs/tutorial/concepts-kan.md#1-solutions
F279,35,Azure/KAN,"""You defined the target (compute device/cluster) in the first step. This is your Edge virtual machine (VM) where the AI applications are running. If there are K8s environments you want to run on IoT edge environments, you can expand your targets to include these environments, for example, K8s AKS HCI, K3s AKS-IoT, and Iot Edge devices such as EFLOW.""",Flexibility,https://github.com/Azure/KAN/blob/main/docs/tutorial/concepts-kan.md#2-targets
F280,35,Azure/KAN,"""A solution instance is the combination of a solution and a target. From the portal perspective, this is a deployment.""",Maintainability,https://github.com/Azure/KAN/blob/main/docs/tutorial/concepts-kan.md#3-solution-instances
F281,40,beclab/Olares,"""Olares supports different Kubernetes distributions depending on the underlying environment:      Linux environments (including WSL, PVE, LXC, Raspberry Pi): Users can choose to install Kubernetes or the lightweight K3s, with K3s being the default for its better performance and resource efficiency on local hardware.     macOS: minikube is used to deploy Kubernetes within a Linux virtual machine, ensuring a unified experience across platforms.""",Flexibility,https://docs.olares.xyz/manual/system-architecture.html#container-orchestration
F282,40,beclab/Olares,"""The networking stack ensures seamless communication between containers, nodes, and services. Key components include:      CoreDNS: Provides DNS services for the cluster, ensuring efficient name resolution.     Calico: A container networking interface (CNI) that facilitaes communication between containers and virtual machines while offering advanced network policy controls.     Envoy: A high-performance, extensible edge and service proxy.""",Compatibility,https://docs.olares.xyz/manual/system-architecture.html#networking
F283,40,beclab/Olares,"""Olares provides flexibility in storage solutions tailored to both single-node and multi-node setups:      Local storage (default): Ideal for single-node deployments, offering the best read/write performance.     S3: A cloud-based storage option. Ideal for cloud deployment via S3 or any S3-compatible service.     MinIO: A distributed storage solution for self-hosted deployment.""",Flexibility,https://docs.olares.xyz/manual/system-architecture.html#distributed-storage
F284,40,beclab/Olares,"""Olares leverages components like CUDA driver, NVIDIA device plugin, and nvShare, which work in conjunction to manage and provision GPU resources effectively.""",Performance Efficiency,https://docs.olares.xyz/manual/system-architecture.html#gpu-management
F285,40,beclab/Olares,"""Olares uses containerd, a lightweight container runtime, for containerized deployments.""",Performance Efficiency,https://docs.olares.xyz/manual/system-architecture.html#container-management
F286,40,beclab/Olares,"""Olares uses PostgreSQL 16 as its primary relational database. All applications share a single PostgreSQL instance, with each having dedicated accounts for isolation. PostgreSQL also serves as a full-text search engine and vector database.""",Reliability,https://docs.olares.xyz/manual/system-architecture.html#relational-database
F287,40,beclab/Olares,"""Olares integrates KVRocks, a Redis-compatible persistent key-value store built on RocksDB. KVRocks balances memory and disk storage, making it more resource-efficient than Redis clusters.""",Performance Efficiency,https://docs.olares.xyz/manual/system-architecture.html#key-value-cache
F288,40,beclab/Olares,"""Olares integrates NATS, a lightweight and high-performance message-oriented middleware, as the messaging system.""",Reliability,https://docs.olares.xyz/manual/system-architecture.html#message-queue
F289,40,beclab/Olares,"""Two secret management solutions are integrated into Olares:      Vault: Protects sensitive data like accounts, passwords, and mnemonics.     Infisical: A tool for managing sensitive information and preventing secret leaks in Olares development.""",Security,https://docs.olares.xyz/manual/system-architecture.html#secret-management
F290,40,beclab/Olares,"""Olares provides observability through the following:      Prometheus: Used for system monitoring and resource usage tracking.     OpenTelemetry: Enables tracing of request workflows within the Olares system using eBPF-based monitoring.""",Maintainability,https://docs.olares.xyz/manual/system-architecture.html#observability
F291,40,beclab/Olares,"""Olares uses LLDAP to manage user accounts and provide LDAP (Lightweight Directory Access Protocol) services for applications. Additionally, Authelia adds authentication and authorization support, including multi-factor authentication and single sign-on (SSO).""",Security,https://docs.olares.xyz/manual/system-architecture.html#authentication-and-authorization
F292,40,beclab/Olares,"""Olares employs JuiceFS, a cloud-native distributed file system, to provide POSIX-compatible interfaces for applications.""",Compatibility,https://docs.olares.xyz/manual/system-architecture.html#distributed-file-system
F293,47,citelab/JAMScript,"""JAMScript is based on a controller-worker model. The controllers can be at different levels: cloud, fog, and device levels. The workers can only be in the device level.""",Maintainability,https://citelab.github.io/JAMScript/jam-overview/
F294,47,citelab/JAMScript,"""JAMScript runtime is responsible for creating the hierarchical configuration among the controllers and workers at different levels. Therefore, JAMScript is highly suitable for creating and maintaining computing structures across collection of nodes that are constantly changing in proximity to one another – for example, vehicular networks.""",Flexibility,https://citelab.github.io/JAMScript/jam-overview/
F295,47,citelab/JAMScript,"""The JAMScript specific extensions allow the JAMScript compiler to relate both sides and make the necessary connections between the controller and worker so that both sides would work as a whole.""",Compatibility,https://citelab.github.io/JAMScript/jam-overview/
F296,47,citelab/JAMScript,"""One of the interesting aspects of JAMScript is the auto discovery of JAMScript program components. A JAMScript executable can be run in different ways: (a) only in a single device, (b) in a single fog and many devices, and (c) cloud, fog, and devices. There is no special configuration file to indicate which configuration is used at any invocation.""",Flexibility,https://citelab.github.io/JAMScript/jam-overview/
F297,47,citelab/JAMScript,"""Suppose we start a JAMScript program in a device and then in another device. The JAMScript programs in the two devices would run independent of each other – that is, without connecting with one another. Now, if we start a fog instance, all three instances would get connected – automatically!""",Reliability,https://citelab.github.io/JAMScript/jam-overview/
F298,47,citelab/JAMScript,"""Using a simple example scenario we illustrate some ways JAMScript can help the use of fog computing in mobile IoT. Let us consider a scenario where two fogs are located in a straight line (e.g., road segment). A vehicle is going back and forth on the road segment and we want it to be associated with the closest fog at any given time.""",Performance Efficiency,https://citelab.github.io/JAMScript/jam-overview/
F299,47,citelab/JAMScript,"""The tasks launched by the vehicle must get executed at the closest fog. Also, when the fogs execute remote tasks, the vehicles in their zones would execute those calls and not the vehicles in other fog zones.""",Performance Efficiency,https://citelab.github.io/JAMScript/jam-overview/
F300,47,citelab/JAMScript,"""The central component of the C runtime is the cnode. There are four major components inside the cnode: mqtt, data, tboard, and core.""",Maintainability,https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F301,47,citelab/JAMScript,"""The mqtt is responsible for interfacing with the MQTT brokers and all the remote calls go through this component.""",Compatibility,https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F302,47,citelab/JAMScript,"""The core is responsible for maintaining some foundational parameters of cnode. For example, each worker needs to have a unique ID, which is created the first time the node is executed.""",Reliability,https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F303,47,citelab/JAMScript,"""Workers expect at least one device-level controller to be in the local network. If there are multiple controllers in the local network, the workers need to have a way of selecting the controller to join.""",Security,https://github.com/citelab/JAMScript/blob/master/lib/jside/docs/JAMScript-J-Design.docx
F304,61,eclipse-kura/kura,"""Sparkplug is an open software specification that provides MQTT clients the framework to seamlessly integrate data from their applications, sensors, devices, and gateways within the MQTT Infrastructure.""",Compatibility,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/
F305,61,eclipse-kura/kura,"""This Cloud Connection assumes the role of Edge Node. The Edge Node is responsible for the interaction with the MQTT broker and that establishes sessions with the data-consuming Host Applications.""",Performance Efficiency,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F306,61,eclipse-kura/kura,"""Report by Exception (RBE): messages need to be sent by the Edge Node only when values at the edge change, and the message should contain only the value/metrics that changed.""",Performance Efficiency,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F307,61,eclipse-kura/kura,"""Birth and Death certificates: these messages represent the state of Edge Nodes and Devices (online/offline + data that will be reported).""",Reliability,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F308,61,eclipse-kura/kura,"""The Edge Node sets an MQTT Will message containing a NDEATH certificate. Doing so, if the MQTT broker does not receive any communication within the Keep Alive period (client lost connection), it will send the Edge Node NDEATH certificate on all subscribers.""",Security,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#session-management
F309,61,eclipse-kura/kura,"""This Cloud Connection maintains a persistent connection to the MQTT server.""",Reliability,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#introduction-to-eclipse-sparkplug
F310,61,eclipse-kura/kura,"""The Edge Node follows the required specification statements. In particular, multiple space-separated Server URIs can be specified in the component's configuration.""",Flexibility,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#data-transport-layer-configuration
F311,61,eclipse-kura/kura,"""The Sparkplug Data Transport layer bridges the incoming requests to the underlying Eclipse Paho MQTT v3.1.1 client following the Sparkplug specification.""",Compatibility,http://eclipse-kura.github.io/kura/docs-release-5.6/cloud-platform/kura-sparkplug/#data-transport-layer-configuration
F312,63,edgehog-device-manager/edgehog,"""Edgehog exposes two ways to interact with it: a frontend that can be used by users and a GraphQL API which can be used by third party applications to programmatically perform all actions that can be performed in the frontend.""",Interaction Capability,http://docs.edgehog.io/0.9/overview.html#user-interaction
F313,63,edgehog-device-manager/edgehog,"""Edgehog uses PostgreSQL to store its data. The database schema supports multiple tenants which are isolated at the database level. This makes it possible to use a single Edgehog instance with multiple tenants (e.g. in a SaaS scenario).""",Flexibility,http://docs.edgehog.io/0.9/overview.html#database-interaction
F314,63,edgehog-device-manager/edgehog,"""To interact with the other side of the domain (i.e. devices), Edgehog is built upon Astarte and it exchanges data with it using two of its mechanisms: its REST API and Astarte Triggers.""",Compatibility,http://docs.edgehog.io/0.9/overview.html#device-interaction-through-astarte
F315,63,edgehog-device-manager/edgehog,"""The interaction between Edgehog and Astarte is defined by a set of interfaces that define which data is sent both from Edgehog to the Devices and from the Devices towards Edgehog.""",Maintainability,http://docs.edgehog.io/0.9/overview.html#edgehog-astarte-interfaces
F316,63,edgehog-device-manager/edgehog,"""The REST API is called every time Edgehog needs to retrieve data contained in an Astarte interface or when it needs to send data to the Devices.""",Performance Efficiency,http://docs.edgehog.io/0.9/overview.html#astarte-appengine-api
F317,63,edgehog-device-manager/edgehog,"""Astarte Triggers are used to update the online state of the device. Each time a Device connects or disconnects from Astarte, Astarte Trigger Engine sends an HTTP POST request to the Edgehog backend, which in turn updates the Device online status in its own database.""",Reliability,http://docs.edgehog.io/0.9/overview.html#astarte-triggers
F318,83,Edgenesis/shifu,"""Shifu's foremost job is to make developers and operators happy.""",Interaction Capability,https://github.com/Edgenesis/shifu/blob/main/docs/design/design-shifu.md#human-centric
F319,83,Edgenesis/shifu,"""deviceShifu takes the form of a Kubernetes Pod, a digital representation or digital twin of a physical device.""",Functional Suitability,https://shifu.dev/docs/references/architecture/data-plane/#introduction
F320,83,Edgenesis/shifu,"""Shifu has been continuously adding new tools and services to ensure compatibility with different protocols and drivers.""",Maintainability,https://shifu.dev/docs/references/architecture/plug-ins/
F321,83,Edgenesis/shifu,"""It unifies different forms of requests from different devices, making it simpler for users to use the devices.""",Interaction Capability,https://shifu.dev/docs/references/architecture/#communication-with-devices
F322,83,Edgenesis/shifu,"""Shifu can be compatible with different communication protocols and drivers at the same time.""",Compatibility,https://shifu.dev/docs/references/architecture/#communication-with-devices
F323,83,Edgenesis/shifu,"""Shifu is a Kubernetes native platform with all its components running as Pods.""",Flexibility,https://shifu.dev/docs/references/architecture/#communication-with-devices
F324,84,EdgeVPNio/evio,"""EdgeVPN.io integrates several technologies and standards to deliver a flexible virtual network. These include NAT traversal, signaling, tunneling, network virtualization, overlay networking, and software-defined networking.""",Compatibility,https://edgevpn.io/architecture/#overview-and-terminology
F325,84,EdgeVPNio/evio,"""The overlay topology builds on a foundation established by the peer-to-peer research community. The key idea is to assign every vertex a unique identifier, and organize nodes in a ring structure ordered by these identifiers.""",Flexibility,https://edgevpn.io/architecture/#overlay-networking
F326,84,EdgeVPNio/evio,"""we can build the basic primitive upon which the whole systems is built - a peer-to-peer tunnel. This tunnel is private - data is encrypted before being sent over the tunnel, and decrypted on the other side.""",Security,https://edgevpn.io/architecture/#nat-traversal
F327,84,EdgeVPNio/evio,"""EdgeVPN.io builds on these standards, and leverages an open-source project (WebRTC) which implements this functionality.""",Performance Efficiency,https://edgevpn.io/architecture/#nat-traversal
F328,84,EdgeVPNio/evio,"""EdgeVPN.io integrates SDN technology as follows: 1) each TinCan link’s tap device is bound to a port of the OVS switch, and 2) a Ryu-based SDN controller is responsible for programming the OVS to handle frames that are either originating from the local computer or being received in one of its ports.""",Performance Efficiency,https://edgevpn.io/architecture/#software-defined-networking
F329,84,EdgeVPNio/evio,"""The node periodically queries STUN (and TURN, if configured) servers on the Internet to discover what public IP:port endpoint it might be reachable by other peers.""",Reliability,https://edgevpn.io/architecture/#putting-it-all-together
F330,93,FabEdge/fabedge,"""FabEdge builds a layer-3 data plane with tunnels in addition to the control plan managed by KubeEdge, SuperEdge, OpenYurt, etc.""",Performance Efficiency,https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F331,93,FabEdge/fabedge,"""Operator monitors k8s resources such as nodes, services, and endpoints in the cloud, and creates a configmap for each edge node, which contains the configuration information such as the subnet, tunnel, and load balancing rules.""",Maintainability,https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F332,93,FabEdge/fabedge,"""Connector is responsible to terminate the tunnels from edge nodes, and forward traffic between the cloud and the edge.""",Reliability,https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F333,93,FabEdge/fabedge,"""Cloud-Agent runs on the non-connector nodes in the cluster and manages the routes to remote peers.""",Performance Efficiency,https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F334,93,FabEdge/fabedge,"""Each edge node runs an agent and consumes its own configmap including the following functions: Manage the configuration file of the CNI plug-in of this node Manage the tunnels of this node Manage the load balancing rules of this node""","Flexibility, Interaction Capability",https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F335,93,FabEdge/fabedge,"""Fab-DNS runs in all the clusters, to provide the topology-aware service discovery capability by intercepting the DNS queries.""",Compatibility,https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F336,98,Fraunhofer-AISEC/trusted-connector,"""The isolation between Apps is based on the isolation between containers. The Core Container is a privileged container running the Core Container Stack, which takes care of all management and routing tasks.""",Security,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#app-isolation
F337,98,Fraunhofer-AISEC/trusted-connector,"""Support for x86 and Raspberry Pi (ARM) platforms.""",Flexibility,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#trusted-platform
F338,98,Fraunhofer-AISEC/trusted-connector,"""The Trusted Connector features the secure container management layer trust|me as an alternative to Docker. [...] For mandatory access control, trust|me adds a custom Linux Security Module (LSM) to the Linux kernel.""",Security,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#trusted-platform
F339,98,Fraunhofer-AISEC/trusted-connector,"""Every connector needs a certificate issued by the Device-CA. This certificate serves as the root of identity. The contents of this certificate are kept at minimum to avoid the need for later revocation in case of changing attributes.""",Security,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#cross-enterprise-identity-management
F340,98,Fraunhofer-AISEC/trusted-connector,"""Data is labeled by LUCON as soon as it is processed by the Connector. While the data is processed by a data route, these labels are transported along with the data and, depending on the defined policies, are removed, transformed or extended.""",Security,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#data-usage-control
F341,98,Fraunhofer-AISEC/trusted-connector,"""The IDSC protocol establishes trust and sets up a secure messaging channel between Trusted Connectors.""",Reliability,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#trusted-platform
F342,98,Fraunhofer-AISEC/trusted-connector,"""Usage Control influences how data may be processed throughout its lifetime. [...] Data usage can be limited or invalid data flows can be suppressed.""",Security,https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#data-usage-control
F343,116,inngest/inngest,"""The system is composed of the following services: Event API, Event stream, Runner, Queue, Executor, State store, Database, API, Dashboard UI.""",Performance Efficiency,https://www.inngest.com/docs/self-hosting#inngest-system-architecture
F344,116,inngest/inngest,"""By default, the signing key adds the following: Authentication: requests to your endpoint are authenticated, ensuring that they originate from Inngest. Replay attack prevention: requests are signed with a timestamp embedded.""",Security,https://www.inngest.com/docs/learn/security#signing-keys-and-sdk-security
F345,116,inngest/inngest,"""End-to-end encryption is a middleware which intercepts requests, responses, and SDK logic on your own servers.""",Security,https://www.inngest.com/docs/learn/security#end-to-end-encryption
F346,116,inngest/inngest,"""The Functions list page provides the first round of essential information in one place with: Triggers, Failure rate, Volume.""",Maintainability,https://www.inngest.com/docs/platform/monitor/observability-metrics#function-runs-observability
F347,116,inngest/inngest,"""Branch Environments are sandbox environments that enable developers on your team to test your changes specific to current Git feature branch.""",Interaction Capability,https://www.inngest.com/docs/platform/environments
F348,116,inngest/inngest,"""In order to run your functions, they must be synced, or registered, with your Inngest account. This is required for Inngest to know which functions your application is serving and the configuration of each function.""",Reliability,https://www.inngest.com/docs/learn/security#function-registration-handshake
F349,120,intel/AiCSD,"""The reference implementation offers an architecture of microservices connected by a secure Redis Message Broker and various communication APIs.""",Performance Efficiency,https://intel.github.io/AiCSD/index.html#ai-connect-for-scientific-data-aicsd
F350,120,intel/AiCSD,"""The reference implementation uses the APIs from the EdgeX Applications Services to communicate and transfer information.""",Compatibility,https://intel.github.io/AiCSD/index.html#ai-connect-for-scientific-data-aicsd
F351,120,intel/AiCSD,"""The reference implementation furnishes an example pipeline for pipeline management.""","Functional Suitability, Performance Efficiency",https://intel.github.io/AiCSD/index.html#ai-connect-for-scientific-data-aicsd
F352,120,intel/AiCSD,"""AiCSD uses the TIG stack in the implementation of the health monitoring feature.""",Maintainability,https://github.com/intel/AiCSD/blob/main/docs_src/monitoring/overview.md#overview
F353,120,intel/AiCSD,"""The custom pipeline sends information to the reference implementation Task Manager via REST.""",Security,https://github.com/intel/AiCSD/blob/main/docs_src/pipelines/pipeline-creation.md#pipeline-creation
F354,120,intel/AiCSD,"""Communication between the pipeline and the reference implementation occurs through both the EdgeX Message Bus using Redis Pub/Sub and REST calls.""",Flexibility,https://github.com/intel/AiCSD/blob/main/docs_src/pipelines/pipeline-creation.md#overview
F355,120,intel/AiCSD,"""To view the default system health dashboard on the Grafana UI, open a browser to http://localhost:3001.""",Interaction Capability,https://github.com/intel/AiCSD/blob/main/docs_src/monitoring/overview.md#view-system-health
F356,137,keylime/keylime,"""Keylime mainly consists of an agent, two server components (verifier and registrar) and a commandline tool the tenant.""",Maintainability,https://keylime.readthedocs.io/en/latest/design/overview.html#overview-of-keylime
F357,137,keylime/keylime,"""The agent registers itself in the registrar. The registrar manages the agent enrollment process which includes getting an UUID for the agent, collecting the EKpub, EK certificate and AKpub from an agent and verifying that the AK belongs to the EK.""",Security,https://keylime.readthedocs.io/en/latest/design/overview.html#registrar
F358,137,keylime/keylime,"""It is possible for the agent to listen to revocation events that are sent by the verifier if an agent attestation failed. This is useful for environments where attested systems directly communicate with each other and require that the other systems are trusted.""",Reliability,https://keylime.readthedocs.io/en/latest/design/overview.html#agent
F359,137,keylime/keylime,"""Keylime allows to verify files measured by IMA against either a provided allowlist or a signature. This makes it for example easy to attest all files that were executed by root.""",Security,https://keylime.readthedocs.io/en/latest/design/overview.html#ima-validation
F360,137,keylime/keylime,"""To make attestation still possible Keylime includes a policy engine for validating the UEFI event log.""",Reliability,https://keylime.readthedocs.io/en/latest/design/overview.html#measured-boot-using-the-uefi-event-log
F361,137,keylime/keylime,"""The tenant is a commandline management tool shipped by Keylime to manage agents. This includes adding or removing the agent from attestation, validation of the EK certificate against a cert store and getting the status of an agent.""",Interaction Capability,https://keylime.readthedocs.io/en/latest/design/overview.html#tenant
F362,149,Luos-io/luos_engine,"""Luos engine is the engine provided by Luos that will manage your services on all your nodes. Technically, this engine is an embedded oriented lightweight and real-time ANSI C code library that you can include and use in your code.""",Performance Efficiency,https://www.luos.io/docs/luos-technology/basics/concepts#luos-engine
F363,149,Luos-io/luos_engine,"""A node is an executable software running Luos and hosting one or several services. It can be running on a microcontroller, a computer, or in the cloud.""",Maintainability,https://www.luos.io/docs/luos-technology/basics/concepts#what-is-a-node
F364,149,Luos-io/luos_engine,"""Services in the network are automatically detected and being assigned IDs depending on their node's physical position in the network, and a routing table is generated.""",Compatibility,https://www.luos.io/docs/luos-technology/basics/concepts#service-detection
F365,149,Luos-io/luos_engine,"""Communication between services and apps is performed through messages. A message contains information on the destination service(s), the type of operation to be performed (the type of message), as well as the data.""",Reliability,https://www.luos.io/docs/luos-technology/basics/concepts#messages
F366,149,Luos-io/luos_engine,"""Services can have the following accessibility: READ_WRITE_ACCESS, READ_ONLY_ACCESS, WRITE_ONLY_ACCESS, NO_ACCESS.""",Security,https://www.luos.io/docs/luos-technology/services/create-services#services-accessibility
F367,149,Luos-io/luos_engine,"""You can choose between the different communication bus already provided by Luos or create your own.""",Flexibility,https://www.luos.io/docs/luos-technology/basics/concepts#what-is-a-node
F368,149,Luos-io/luos_engine,"""A driver service never depends on or uses any other services (driver or app). A driver service is 'dumb', as it can't do anything else than manage its hardware feature (but it does it very well).""",Maintainability,https://www.luos.io/docs/luos-technology/services/create-services#drivers-guidelines
F369,150,macchina-io/macchina.io,"""mqtt.clients.eclipse.serverURI = tcp://mqtt.eclipseprojects.io:1883 mqtt.clients.eclipse.clientId = ${system.nodeId}""",Performance Efficiency,https://docs.macchina.io/edge/00400-MQTTProgramming.html
F370,150,macchina-io/macchina.io,"""macchina.io EDGE implements various protocols for talking to sensor networks, automation systems, or cloud services. One such protocol is MQTT, a publish-subscribe based 'light weight' messaging protocol.""",Compatibility,https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F371,150,macchina-io/macchina.io,"""macchina.io EDGE has been built in a very modular and extensible way.""",Maintainability,https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F372,150,macchina-io/macchina.io,"""The user interface of macchina.io EDGE is entirely web-based. It is implemented using the web server built into OSP.""",Interaction Capability,https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
