frag_ID,repo_ID,repo_name,quality_requirements (ISO 25010),fragments,fragments_source
F316,R063,edgehog-device-manager/edgehog,Performance Efficiency,"""The REST API is called every time Edgehog needs to retrieve data contained in an Astarte interface or when it needs to send data to the Devices.""",http://docs.edgehog.io/0.9/overview.html#astarte-appengine-api
F317,R063,edgehog-device-manager/edgehog,Reliability,"""Astarte Triggers are used to update the online state of the device. Each time a Device connects or disconnects from Astarte, Astarte Trigger Engine sends an HTTP POST request to the Edgehog backend, which in turn updates the Device online status in its own database.""",http://docs.edgehog.io/0.9/overview.html#astarte-triggers
F318,R083,Edgenesis/shifu,Interaction Capability,"""Shifu's foremost job is to make developers and operators happy.""",https://github.com/Edgenesis/shifu/blob/main/docs/design/design-shifu.md#human-centric
F319,R083,Edgenesis/shifu,Functional Suitability,"""deviceShifu takes the form of a Kubernetes Pod, a digital representation or digital twin of a physical device.""",https://shifu.dev/docs/references/architecture/data-plane/#introduction
F320,R083,Edgenesis/shifu,Maintainability,"""Shifu has been continuously adding new tools and services to ensure compatibility with different protocols and drivers.""",https://shifu.dev/docs/references/architecture/plug-ins/
F321,R083,Edgenesis/shifu,Interaction Capability,"""It unifies different forms of requests from different devices, making it simpler for users to use the devices.""",https://shifu.dev/docs/references/architecture/#communication-with-devices
F322,R083,Edgenesis/shifu,Compatibility,"""Shifu can be compatible with different communication protocols and drivers at the same time.""",https://shifu.dev/docs/references/architecture/#communication-with-devices
F323,R083,Edgenesis/shifu,Flexibility,"""Shifu is a Kubernetes native platform with all its components running as Pods.""",https://shifu.dev/docs/references/architecture/#communication-with-devices
F324,R084,EdgeVPNio/evio,Compatibility,"""EdgeVPN.io integrates several technologies and standards to deliver a flexible virtual network. These include NAT traversal, signaling, tunneling, network virtualization, overlay networking, and software-defined networking.""",https://edgevpn.io/architecture/#overview-and-terminology
F325,R084,EdgeVPNio/evio,Flexibility,"""The overlay topology builds on a foundation established by the peer-to-peer research community. The key idea is to assign every vertex a unique identifier, and organize nodes in a ring structure ordered by these identifiers.""",https://edgevpn.io/architecture/#overlay-networking
F326,R084,EdgeVPNio/evio,Security,"""we can build the basic primitive upon which the whole systems is built - a peer-to-peer tunnel. This tunnel is private - data is encrypted before being sent over the tunnel, and decrypted on the other side.""",https://edgevpn.io/architecture/#nat-traversal
F327,R084,EdgeVPNio/evio,Performance Efficiency,"""EdgeVPN.io builds on these standards, and leverages an open-source project (WebRTC) which implements this functionality.""",https://edgevpn.io/architecture/#nat-traversal
F328,R084,EdgeVPNio/evio,Performance Efficiency,"""EdgeVPN.io integrates SDN technology as follows: 1) each TinCan link’s tap device is bound to a port of the OVS switch, and 2) a Ryu-based SDN controller is responsible for programming the OVS to handle frames that are either originating from the local computer or being received in one of its ports.""",https://edgevpn.io/architecture/#software-defined-networking
F329,R084,EdgeVPNio/evio,Reliability,"""The node periodically queries STUN (and TURN, if configured) servers on the Internet to discover what public IP:port endpoint it might be reachable by other peers.""",https://edgevpn.io/architecture/#putting-it-all-together
F330,R093,FabEdge/fabedge,Performance Efficiency,"""FabEdge builds a layer-3 data plane with tunnels in addition to the control plan managed by KubeEdge, SuperEdge, OpenYurt, etc.""",https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F331,R093,FabEdge/fabedge,Maintainability,"""Operator monitors k8s resources such as nodes, services, and endpoints in the cloud, and creates a configmap for each edge node, which contains the configuration information such as the subnet, tunnel, and load balancing rules.""",https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F332,R093,FabEdge/fabedge,Reliability,"""Connector is responsible to terminate the tunnels from edge nodes, and forward traffic between the cloud and the edge.""",https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F333,R093,FabEdge/fabedge,Performance Efficiency,"""Cloud-Agent runs on the non-connector nodes in the cluster and manages the routes to remote peers.""",https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F334,R093,FabEdge/fabedge,Flexibility,"""Each edge node runs an agent and consumes its own configmap including the following functions: Manage the configuration file of the CNI plug-in of this node Manage the tunnels of this node Manage the load balancing rules of this node""",https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F335,R093,FabEdge/fabedge,Compatibility,"""Fab-DNS runs in all the clusters, to provide the topology-aware service discovery capability by intercepting the DNS queries.""",https://github.com/FabEdge/fabedge?tab=readme-ov-file#how-it-works
F336,R098,Fraunhofer-AISEC/trusted-connector,"Security, Maintainability","""The isolation between Apps is based on the isolation between containers. The Core Container is a privileged container running the Core Container Stack, which takes care of all management and routing tasks.""",https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#app-isolation
F337,R098,Fraunhofer-AISEC/trusted-connector,Flexibility,"""Support for x86 and Raspberry Pi (ARM) platforms.""",https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#trusted-platform
F338,R098,Fraunhofer-AISEC/trusted-connector,Security,"""The Trusted Connector features the secure container management layer trust|me as an alternative to Docker. [...] For mandatory access control, trust|me adds a custom Linux Security Module (LSM) to the Linux kernel.""",https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#trusted-platform
F339,R098,Fraunhofer-AISEC/trusted-connector,Security,"""Every connector needs a certificate issued by the Device-CA. This certificate serves as the root of identity. The contents of this certificate are kept at minimum to avoid the need for later revocation in case of changing attributes.""",https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#cross-enterprise-identity-management
F340,R098,Fraunhofer-AISEC/trusted-connector,Security,"""Data is labeled by LUCON as soon as it is processed by the Connector. While the data is processed by a data route, these labels are transported along with the data and, depending on the defined policies, are removed, transformed or extended.""",https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#data-usage-control
F341,R098,Fraunhofer-AISEC/trusted-connector,Reliability,"""The IDSC protocol establishes trust and sets up a secure messaging channel between Trusted Connectors.""",https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#trusted-platform
F342,R098,Fraunhofer-AISEC/trusted-connector,"Reliability, Functional Suitability","""Usage Control influences how data may be processed throughout its lifetime. [...] Data usage can be limited or invalid data flows can be suppressed.""",https://industrial-data-space.github.io/trusted-connector-documentation/docs/overview/#data-usage-control
F343,R116,inngest/inngest,"Functional Suitability, Maintainability","""The system is composed of the following services: Event API, Event stream, Runner, Queue, Executor, State store, Database, API, Dashboard UI.""",https://www.inngest.com/docs/self-hosting#inngest-system-architecture
F344,R116,inngest/inngest,Security,"""By default, the signing key adds the following: Authentication: requests to your endpoint are authenticated, ensuring that they originate from Inngest. Replay attack prevention: requests are signed with a timestamp embedded.""",https://www.inngest.com/docs/learn/security#signing-keys-and-sdk-security
F345,R116,inngest/inngest,Security,"""End-to-end encryption is a middleware which intercepts requests, responses, and SDK logic on your own servers.""",https://www.inngest.com/docs/learn/security#end-to-end-encryption
F346,R116,inngest/inngest,Maintainability,"""The Functions list page provides the first round of essential information in one place with: Triggers, Failure rate, Volume.""",https://www.inngest.com/docs/platform/monitor/observability-metrics#function-runs-observability
F347,R116,inngest/inngest,Interaction Capability,"""Branch Environments are sandbox environments that enable developers on your team to test your changes specific to current Git feature branch.""",https://www.inngest.com/docs/platform/environments
F348,R116,inngest/inngest,Reliability,"""In order to run your functions, they must be synced, or registered, with your Inngest account. This is required for Inngest to know which functions your application is serving and the configuration of each function.""",https://www.inngest.com/docs/learn/security#function-registration-handshake
F349,R120,intel/AiCSD,Performance Efficiency,"""The reference implementation offers an architecture of microservices connected by a secure Redis Message Broker and various communication APIs.""",https://intel.github.io/AiCSD/index.html#ai-connect-for-scientific-data-aicsd
F350,R120,intel/AiCSD,Compatibility,"""The reference implementation uses the APIs from the EdgeX Applications Services to communicate and transfer information.""",https://intel.github.io/AiCSD/index.html#ai-connect-for-scientific-data-aicsd
F351,R120,intel/AiCSD,Functional Suitability,"""The reference implementation furnishes an example pipeline for pipeline management.""",https://intel.github.io/AiCSD/index.html#ai-connect-for-scientific-data-aicsd
F352,R120,intel/AiCSD,Maintainability,"""AiCSD uses the TIG stack in the implementation of the health monitoring feature.""",https://github.com/intel/AiCSD/blob/main/docs_src/monitoring/overview.md#overview
F353,R120,intel/AiCSD,Compatibility,"""The custom pipeline sends information to the reference implementation Task Manager via REST.""",https://github.com/intel/AiCSD/blob/main/docs_src/pipelines/pipeline-creation.md#pipeline-creation
F354,R120,intel/AiCSD,Flexibility,"""Communication between the pipeline and the reference implementation occurs through both the EdgeX Message Bus using Redis Pub/Sub and REST calls.""",https://github.com/intel/AiCSD/blob/main/docs_src/pipelines/pipeline-creation.md#overview
F355,R120,intel/AiCSD,Interaction Capability,"""To view the default system health dashboard on the Grafana UI, open a browser to http://localhost:3001.""",https://github.com/intel/AiCSD/blob/main/docs_src/monitoring/overview.md#view-system-health
F356,R137,keylime/keylime,Maintainability,"""Keylime mainly consists of an agent, two server components (verifier and registrar) and a commandline tool the tenant.""",https://keylime.readthedocs.io/en/latest/design/overview.html#overview-of-keylime
F357,R137,keylime/keylime,Security,"""The agent registers itself in the registrar. The registrar manages the agent enrollment process which includes getting an UUID for the agent, collecting the EKpub, EK certificate and AKpub from an agent and verifying that the AK belongs to the EK.""",https://keylime.readthedocs.io/en/latest/design/overview.html#registrar
F358,R137,keylime/keylime,Reliability,"""It is possible for the agent to listen to revocation events that are sent by the verifier if an agent attestation failed. This is useful for environments where attested systems directly communicate with each other and require that the other systems are trusted.""",https://keylime.readthedocs.io/en/latest/design/overview.html#agent
F359,R137,keylime/keylime,Security,"""Keylime allows to verify files measured by IMA against either a provided allowlist or a signature. This makes it for example easy to attest all files that were executed by root.""",https://keylime.readthedocs.io/en/latest/design/overview.html#ima-validation
F360,R137,keylime/keylime,Reliability,"""To make attestation still possible Keylime includes a policy engine for validating the UEFI event log.""",https://keylime.readthedocs.io/en/latest/design/overview.html#measured-boot-using-the-uefi-event-log
F361,R137,keylime/keylime,Interaction Capability,"""The tenant is a commandline management tool shipped by Keylime to manage agents. This includes adding or removing the agent from attestation, validation of the EK certificate against a cert store and getting the status of an agent.""",https://keylime.readthedocs.io/en/latest/design/overview.html#tenant
F362,R149,Luos-io/luos_engine,Performance Efficiency,"""Luos engine is the engine provided by Luos that will manage your services on all your nodes. Technically, this engine is an embedded oriented lightweight and real-time ANSI C code library that you can include and use in your code.""",https://www.luos.io/docs/luos-technology/basics/concepts#luos-engine
F363,R149,Luos-io/luos_engine,Maintainability,"""A node is an executable software running Luos and hosting one or several services. It can be running on a microcontroller, a computer, or in the cloud.""",https://www.luos.io/docs/luos-technology/basics/concepts#what-is-a-node
F364,R149,Luos-io/luos_engine,Compatibility,"""Services in the network are automatically detected and being assigned IDs depending on their node's physical position in the network, and a routing table is generated.""",https://www.luos.io/docs/luos-technology/basics/concepts#service-detection
F365,R149,Luos-io/luos_engine,Reliability,"""Communication between services and apps is performed through messages. A message contains information on the destination service(s), the type of operation to be performed (the type of message), as well as the data.""",https://www.luos.io/docs/luos-technology/basics/concepts#messages
F366,R149,Luos-io/luos_engine,Security,"""Services can have the following accessibility: READ_WRITE_ACCESS, READ_ONLY_ACCESS, WRITE_ONLY_ACCESS, NO_ACCESS.""",https://www.luos.io/docs/luos-technology/services/create-services#services-accessibility
F367,R149,Luos-io/luos_engine,Flexibility,"""You can choose between the different communication bus already provided by Luos or create your own.""",https://www.luos.io/docs/luos-technology/basics/concepts#what-is-a-node
F368,R149,Luos-io/luos_engine,Maintainability,"""A driver service never depends on or uses any other services (driver or app). A driver service is 'dumb', as it can't do anything else than manage its hardware feature (but it does it very well).""",https://www.luos.io/docs/luos-technology/services/create-services#drivers-guidelines
F370,R150,macchina-io/macchina.io,Compatibility,"""macchina.io EDGE implements various protocols for talking to sensor networks, automation systems, or cloud services. One such protocol is MQTT, a publish-subscribe based 'light weight' messaging protocol.""",https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F371,R150,macchina-io/macchina.io,Maintainability,"""macchina.io EDGE has been built in a very modular and extensible way.""",https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F372,R150,macchina-io/macchina.io,Interaction Capability,"""The user interface of macchina.io EDGE is entirely web-based. It is implemented using the web server built into OSP.""",https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F373,R150,macchina-io/macchina.io,Flexibility,"""The Open Service Platform (OSP) enables the creation, deployment and management of dynamically extensible, modular applications.""",https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F374,R150,macchina-io/macchina.io,Maintainability,"""macchina.io EDGE defines generic interfaces for various kinds of sensors and devices.""",https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F375,R150,macchina-io/macchina.io,Maintainability,"""Services for publish-subscribe based communication with browser-based applications using web sockets (WebEvent).""",https://docs.macchina.io/edge/00100-MacchinaIntroduction.html
F376,R153,microsoft/azure_arc,Maintainability,"""We embrace a modular automation philosophy akin to Lego-like coding. Our content is designed to be reusable, comprehensive, repeatable, and above all, reliable.""",https://github.com/Azure/arc_jumpstart_docs/blob/main/docs/mission/_index.md#our-philosophy-and-core-design-principles
F377,R153,microsoft/azure_arc,Performance Efficiency,"""If it can or should be automated, rest assured, it will be automated. We believe in the power of automation, streamlining processes, and simplifying complex tasks.""",https://github.com/Azure/arc_jumpstart_docs/blob/main/docs/mission/_index.md#our-philosophy-and-core-design-principles
F378,R153,microsoft/azure_arc,Compatibility,"""Arc Jumpstart accommodates your infrastructure, whether it resides on-premises or in the cloud.""",https://github.com/Azure/arc_jumpstart_docs/blob/main/docs/mission/_index.md#our-mission-and-principles-empowering-seamless-azure-adaptive-cloud-adoption
F379,R153,microsoft/azure_arc,Interaction Capability,"""Step-by-step instructions are provided, catering to users of all levels.""",https://github.com/Azure/arc_jumpstart_docs/blob/main/docs/mission/_index.md
F380,R153,microsoft/azure_arc,Interaction Capability,"""Detailed screenshots provide visual context, enhancing your learning experience and making complex topics more accessible""",https://github.com/Azure/arc_jumpstart_docs/blob/main/docs/mission/_index.md
F382,R153,microsoft/azure_arc,Reliability,"""extensive automation and scripting for scenarios and features ... rigorous code reviews and testing, ensuring a standard of excellence.""",https://github.com/Azure/arc_jumpstart_docs/blob/main/docs/mission/_index.md#our-commitment-to-the-open-source-community-elevating-excellence-together
F383,R166,nabto/nabto-embedded-sdk,Reliability,"""Finally, it is best practice to verify the device authenticity when connecting: The device public key fingerprint is compared to what is cached from the pairing step: The device’s fingerprint is available to the client application after the connection is established.""",https://docs.nabto.com/developer/platforms/common/connect.html
F384,R166,nabto/nabto-embedded-sdk,Security,"""Server Connect Token (SCT): This is a random string shared between client, device and basestation. The basestation uses this to prevent DoS attacks on devices.""",https://docs.nabto.com/developer/platforms/common/connect.html
F385,R166,nabto/nabto-embedded-sdk,Performance Efficiency,"""A Nabto connection is based on UDP packets. To keep firewalls open for packets and to detect network failure, keep-alive packets are used.""",https://docs.nabto.com/developer/platforms/common/connect.html
F386,R166,nabto/nabto-embedded-sdk,Compatibility,"""Client application development is supported through high level SDKs on iOS and Android. Lower level C-based SDKs are available on Windows, macOS and Linux.""",https://docs.nabto.com/developer/platforms/common/intro.html
F387,R166,nabto/nabto-embedded-sdk,Interaction Capability,"""You can use Device Discovery to connect to local devices you do not yet know the id of.""",https://docs.nabto.com/developer/platforms/common/intro.html
F388,R167,nanomq/nanomq,Reliability,"""Message Persistence: Preserve your business-critical data with built-in data persistence, and resume uploading automatically when the connection is restored.""",https://nanomq.io/docs/en/latest/#key-features
F389,R167,nanomq/nanomq,Performance Efficiency,"""Blazing Fast: Achieve million-level TPS. Up to 10 times faster than Mosquitto on a multi-core CPU.""",https://nanomq.io/docs/en/latest/#why-nanomq
F390,R167,nanomq/nanomq,Flexibility,"""Multi-threading: Scale out easily to engage multiple cores with less CPU usage in the modern SMP system.""",https://nanomq.io/docs/en/latest/#why-nanomq
F391,R167,nanomq/nanomq,Compatibility,"""Multi-Language Protocol: Support multiple protocols such as ZeroMQ/nanomsg/NNG/WebSocket.""",https://nanomq.io/docs/en/latest/#key-features
F392,R167,nanomq/nanomq,Security,"""Secure your IoT connections with TLS/SSL.""",https://nanomq.io/docs/en/latest/#key-features
F393,R167,nanomq/nanomq,Maintainability,"""Rule Engine: Unlock the flexibility of data with a SQL-based rule engine. Integrates with eKuiper to bring stream processing to the edge.""",https://nanomq.io/docs/en/latest/#key-features
F394,R167,nanomq/nanomq,Flexibility,"""Cross-platform: Highly compatible and portable with any POSIX-based platform.""",https://nanomq.io/docs/en/latest/#why-nanomq
F395,R182,opendatahub-io/ai-edge,Maintainability,"""Manages the near edge clusters and the AI/ML inference deployed on them in a GitOps manner using Red Hat Advanced Cluster Management for Kubernetes (ACM) and Red Hat OpenShift GitOps.""",https://github.com/opendatahub-io/ai-edge?tab=readme-ov-file#core-cluster
F396,R182,opendatahub-io/ai-edge,"Flexibility, Reliability","""Monitors and observes the deployed AI/ML inference workloads in the near edge environments using ACM and Red Hat OpenShift Observability.""",https://github.com/opendatahub-io/ai-edge?tab=readme-ov-file#core-cluster
F397,R182,opendatahub-io/ai-edge,Performance Efficiency,"""Packages different types of AI/ML models and serving runtimes into container images using Red Hat OpenShift Pipelines.""",https://github.com/opendatahub-io/ai-edge?tab=readme-ov-file#core-cluster
F398,R182,opendatahub-io/ai-edge,Reliability,"""Continuously reconcile the state of the AI/ML workloads with the core cluster using ACM's pull model with Argo CD.""",https://github.com/opendatahub-io/ai-edge?tab=readme-ov-file#near-edge-clusters
F399,R182,opendatahub-io/ai-edge,Compatibility,"""Collect metrics of the AI/ML workloads and send them to the core cluster using Red Hat OpenShift Observability and ACM.""",https://github.com/opendatahub-io/ai-edge?tab=readme-ov-file#near-edge-clusters
F400,R183,openshift/microshift,Reliability,"""MicroShift is safe to change; it has means to automatically recover from faulty software or configuration updates that would render it unmanageable or non-operational.""",https://github.com/openshift/microshift/blob/main/docs/contributor/design.md#design-goals
F401,R183,openshift/microshift,Performance Efficiency,"""MicroShift makes frugal use of system resources. It runs on <1GB RAM and <1 CPU core (Intel Atom- or ARM Cortex-class).""",https://github.com/openshift/microshift/blob/main/docs/contributor/design.md#design-goals
F402,R183,openshift/microshift,Interaction Capability,"""MicroShift does not require Kubernetes-expertise to configure, deploy, or lifecycle-manage it; Linux admins will find it behaves like any other Linux workload.""",https://github.com/openshift/microshift/blob/main/docs/contributor/design.md#design-goals
F403,R183,openshift/microshift,Security,"""MicroShift instances should run with least privileges."" ""MicroShift should minimize the number of open network ports.""",https://github.com/openshift/microshift/blob/main/docs/contributor/design.md#security
F404,R183,openshift/microshift,"Compatibility, Flexibility","""MicroShift is binary compatible with OpenShift and Kubernetes conforming.""",https://github.com/openshift/microshift/blob/main/docs/contributor/design.md#design-goals
F405,R183,openshift/microshift,Maintainability,"""Minimal core: We keep MicroShift to a minimal set of functionality, but provide mechanisms for extension.""",https://github.com/openshift/microshift/blob/main/docs/contributor/design.md#design-principles
F407,R184,openvinotoolkit/model_server,Flexibility,"""OpenVINO™ Model Server can be scaled vertically by adding more resources or horizontally by adding more instances of the service on multiple hosts.""",https://github.com/openvinotoolkit/model_server/blob/main/docs/performance_tuning.md#scalability
F408,R184,openvinotoolkit/model_server,Flexibility,"""They allow employing a dynamic library developed in C++ or C to perform arbitrary data transformations.""",https://github.com/openvinotoolkit/model_server/blob/main/docs/custom_node_development.md#overview
F409,R184,openvinotoolkit/model_server,Security,"""By default, the OpenVINO Model Server containers start with the security context of a local account ovms with Linux UID 5000.""",https://github.com/openvinotoolkit/model_server/blob/main/docs/security_considerations.md#security-considerations
F410,R184,openvinotoolkit/model_server,Interaction Capability,"""The model format for the deployment is identical regardless of the employed accelerators.""",https://github.com/openvinotoolkit/model_server/blob/main/docs/accelerators.md#prepare-test-model
F411,R184,openvinotoolkit/model_server,Maintainability,"""OpenVINO™ Model Server can be tuned to a single client use case or a high concurrency.""",https://github.com/openvinotoolkit/model_server/blob/main/docs/performance_tuning.md#adjusting-the-number-of-streams-in-cpu-and-gpu-target-devices
F412,R184,openvinotoolkit/model_server,Performance Efficiency,"""The PERFORMANCE_HINT plugin config property enables you to specify a performance mode for the plugin.""",https://github.com/openvinotoolkit/model_server/blob/main/docs/performance_tuning.md#performance-hints
F413,R184,openvinotoolkit/model_server,Reliability,"""The execute function should not modify the buffers storing the input data because that would alter the data which potentially might be used in other pipeline nodes.""",https://github.com/openvinotoolkit/model_server/blob/main/docs/custom_node_development.md#execute-function
F414,R201,roflcoopter/viseron,Security,""":::warning The implementation has not been audited by security experts. If you plan to expose Viseron to the internet I suggest coupling it with alternate authentication methods as well, such as Cloudflare Access or a VPN.""",https://github.com/roflcoopter/viseron/blob/dev/docs/docs/documentation/configuration/authentication.md#authentication
F415,R201,roflcoopter/viseron,Interaction Capability,"""At the moment there is no way to add more users through the web interface. This will be added in a future release.""",https://github.com/roflcoopter/viseron/blob/dev/docs/docs/documentation/configuration/authentication.md#adding-more-users
F417,R201,roflcoopter/viseron,Maintainability,"""Viserons config consists of components. Every component provides different sets of domains (such as cameras, object detection, motion detection etc). These domains are then tied together, providing the full capabilities of Viseron.""",https://github.com/roflcoopter/viseron/blob/dev/docs/docs/documentation/configuration/components.md#components
F418,R201,roflcoopter/viseron,Maintainability,"""You can mix and match components freely. For example you could use different object detectors for different cameras.""",https://github.com/roflcoopter/viseron/blob/dev/docs/docs/documentation/configuration/components.md#components
F419,R203,saltstack/salt,Security,"""A common source of confusion is determining when messages are passed in the clear and when they are passed using encryption. There are two rules governing this behaviour:      ClearFuncs is used for intra-master communication and during the initial authentication handshake between a minion and master during the key exchange.     AESFuncs is used everywhere else.""",https://github.com/saltstack/salt/blob/master/doc/topics/development/architecture.rst#a-note-on-clearfuncs-vs-aesfuncs
F420,R203,saltstack/salt,Reliability,"""The salt-minion may fork other processes as required to do the work without blocking the main salt-minion process and this necessitates a mechanism by which those processes can communicate with each other.""",https://github.com/saltstack/salt/blob/master/doc/topics/development/architecture.rst#event-system
F421,R203,saltstack/salt,Performance Efficiency,"""The number of workers is equivalent to the number of 'worker_threads' specified in the master configuration and is always at least one.""",https://github.com/saltstack/salt/blob/master/doc/topics/development/architecture.rst#mworker
F422,R203,saltstack/salt,Maintainability,"""Salt features a pluggable transport system to issue commands from a master to minions. The default transport is ZeroMQ.""",https://github.com/saltstack/salt/blob/master/doc/topics/development/architecture.rst#overview
F423,R203,saltstack/salt,Maintainability,"""When a Salt master starts up, a number of processes are started, all of which are called 'salt-master' in a process-list but have various role categories.""",https://github.com/saltstack/salt/blob/master/doc/topics/development/architecture.rst#moving-pieces
F424,R204,scaleoutsystems/fedn,Flexibility,"""By horizontally scaling the number of combiners, one can meet the needs of a growing number of clients.""",https://docs.scaleoutsystems.com/en/stable/architecture.html#architecture-overview
F425,R204,scaleoutsystems/fedn,Security,"""Importantly, clients uses remote procedure calls (RPC) to ask for model updates tasks, thus the clients not require any open ingress ports!""",https://docs.scaleoutsystems.com/en/stable/architecture.html#architecture-overview
F426,R204,scaleoutsystems/fedn,"Flexibility, Interaction Capability","""The package is based on entry points in the client code, and can be customized to fit the needs of the user. This allows for a high degree of flexibility in terms of what kind of training and validation tasks that can be performed on the client side.""",https://docs.scaleoutsystems.com/en/stable/architecture.html#architecture-overview
F427,R204,scaleoutsystems/fedn,Maintainability,"""A combiner is an actor whose main role is to orchestrate and aggregate model updates from a number of clients during a training session.""",https://docs.scaleoutsystems.com/en/stable/architecture.html#architecture-overview
F428,R204,scaleoutsystems/fedn,Reliability,"""Tier 3 also contain a Reducer component, which is responsible for aggregating combiner-level models into a single global model. Further, it contains a StateStore database, which is responsible for storing various states of the network and training sessions.""",https://docs.scaleoutsystems.com/en/stable/architecture.html#architecture-overview
F429,R207,sensiml/piccolo,Interaction Capability,"""The MQTT-SN Interface has been replaced with the new Simple Streaming format. We still support the MQTT-SN interface, but we will not be maintaining or adding any new features going forward.""",https://github.com/sensiml/piccolo/blob/main/docs/source/mqtt-specification/introduction.rst#mqtt-sn-introduction
F430,R207,sensiml/piccolo,Flexibility,"""To support a seamless experience across a variety of hardware platforms we needed a hardware-agnostic specification to manage sensors across an IoT stack.""",https://github.com/sensiml/piccolo/blob/main/docs/source/mqtt-specification/introduction.rst#mqtt-sn-introduction
F431,R207,sensiml/piccolo,Performance Efficiency,"""By using MQTT and MQTT-SN protocols, it is possible to reuse the code and the overall code footprint can be minimized for the devices that have to retain dev-time and run-time protocol functionality.""",https://github.com/sensiml/piccolo/blob/main/docs/source/mqtt-specification/introduction.rst#overview
F432,R207,sensiml/piccolo,Compatibility,"""The application messaging for this interface specification uses the well established MQTT and MQTT-SN protocols to interface with host applications or IoT cloud platforms.""",https://github.com/sensiml/piccolo/blob/main/docs/source/mqtt-specification/introduction.rst#overview
F433,R207,sensiml/piccolo,Reliability,"""At a minimum, this involves basic connectivity for controlling the collection and data logging of sensor data from the hardware platform.""",https://github.com/sensiml/piccolo/blob/main/docs/source/mqtt-specification/introduction.rst#objectives
F434,R210,simpleiot/simpleiot,Reliability,"""With any long running process, it is important to not only Start it, but also to be able to cleanly Stop it. This is important for testing, but is also good practice. Nothing runs forever so we should never operate under this illusion.""",https://github.com/simpleiot/simpleiot/blob/master/docs/ref/architecture-app.md#application-lifecycle
F435,R210,simpleiot/simpleiot,Maintainability,"""The simplicity of this architecture makes it easy to extend with new functionality by writing a new client.""",https://github.com/simpleiot/simpleiot/blob/master/docs/ref/architecture-app.md#application-architecture
F436,R210,simpleiot/simpleiot,"Performance Efficiency, Compatibility","""This project uses NATS.io for messaging. Some reasons: allows us to push realtime data to an edge device behind a NAT, on cellular network, etc -- no public IP address, VPN, etc required. is more efficient than HTTP as it shares one persistent TCP connection for all messages.""",https://github.com/simpleiot/simpleiot/blob/master/docs/ref/architecture-system.md#device-communication-and-messaging
F437,R210,simpleiot/simpleiot,Compatibility,"""Clients can exist inside the Simple IoT application or as external processes written in any language that connect via NATS.""",https://github.com/simpleiot/simpleiot/blob/master/docs/ref/architecture-app.md#application-architecture
F438,R217,smartfog/fogflow,Performance Efficiency,"""FogFlow is a distributed execution framework to dynamically orchestrate IoT services over cloud and edges, in order to reduce internal bandwidth consumption and offer low latency and fast response time.""",https://github.com/smartfog/fogflow/blob/development/docs/en/source/introduction.rst
F439,R217,smartfog/fogflow,"Reliability, Flexibility","""By providing automated and optimized IoT service orchestration with high scalability and reliability, FogFlow helps infrastructure providers to largely reduce their operation cost.""",https://github.com/smartfog/fogflow/blob/development/docs/en/source/introduction.rst
F440,R217,smartfog/fogflow,Maintainability,"""FogFlow provides a standard-based and data-centric edge programming model for IoT service providers to easily and fast realize their services for various business demands.""",https://github.com/smartfog/fogflow/blob/development/docs/en/source/introduction.rst#technical-benefit
F441,R217,smartfog/fogflow,Compatibility,"""based on the standardized and unified data model and communicatino interface, namely NGSI, FogFlow is able to see the content of all data generated by sensors and data processing tasks in the system""",https://github.com/smartfog/fogflow/blob/development/docs/en/source/introduction.rst#high-level-view
F442,R217,smartfog/fogflow,Security,"""For example, for service consumers, they can specify which type of results are expected under which type of QoS within which geo-scope; for data providers, they can specify how their data should be utilized by whom.""",https://github.com/smartfog/fogflow/blob/development/docs/en/source/introduction.rst#high-level-view
F443,R225,thin-edge/thin-edge.io,"Security, Reliability","""The primary goal of thin-edge.io is to simplify the connection of edge devices to the cloud by providing a secure and reliable cloud connectivity as well as a device management agent.""",https://thin-edge.github.io/thin-edge.io/understand/faq/#design-principles
F444,R225,thin-edge/thin-edge.io,Security,"""The main motivation to use Rust is security: Rust avoids many security vulnerabilities and threading issues at compile time. With the type system of Rust you write software that is free from typical security flaws: undefined behavior, data races or any memory safety issues.""",https://thin-edge.github.io/thin-edge.io/understand/faq/#why-use-rust
F446,R225,thin-edge/thin-edge.io,Performance Efficiency,"""Efficiency - thin-edge.io lets users build applications that can run on constrained device hardware and with limited bandwidth networks.""",https://thin-edge.github.io/thin-edge.io/understand/faq/#design-principles
